Age,Academic Performance (GPA),Study Hours Per Week,Social_Media_Usage_per_week,Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Counseling Attendance,Diet Quality,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use,Gender_Female,Gender_Male,Gender_Other,Stress_Ratio,Stress Level Category
26,0,-17,21,7,4,1,5,1,1,0,5,4,0,0,2,0,0,0,4.999950000499995,High
21,3,51,7,7,4,1,2,4,4,1,1,5,0,0,5,0,1,0,1.9999800001999979,Medium
28,1,13,7,8,8,3,2,4,3,0,3,5,1,1,3,0,1,0,0.6666644444518518,Low
23,4,1,49,5,1,1,3,1,3,1,5,5,0,0,2,0,0,1,2.9999700002999967,High
20,1,23,28,12,8,4,1,1,3,1,5,2,1,0,2,0,0,1,0.24999937500156252,High
25,1,13,7,10,5,2,5,3,2,0,5,4,0,0,5,1,0,0,2.4999875000625,High
27,3,43,56,6,6,3,1,1,5,0,5,2,1,0,1,0,1,0,0.3333322222259259,Medium
19,0,36,14,11,8,5,1,3,5,1,2,4,0,0,1,1,0,0,0.19999960000080003,Medium
26,0,45,7,9,8,5,3,5,3,0,2,2,1,1,1,0,0,1,0.5999988000024,High
27,2,26,42,5,7,3,5,4,3,0,2,1,0,1,3,0,1,0,1.6666611111296294,Low
27,4,36,42,6,8,3,1,1,1,1,2,4,1,0,5,0,0,0,0.3333322222259259,Low
28,0,30,56,7,3,5,3,3,5,1,4,4,1,0,4,1,0,0,0.5999988000024,High
18,2,13,28,12,3,4,2,3,5,0,2,3,0,1,4,0,1,0,0.49999875000312505,Medium
29,0,17,56,6,3,4,2,3,5,0,1,4,1,0,3,0,0,0,0.49999875000312505,Medium
28,2,10,21,10,7,1,5,4,5,0,2,5,0,1,5,0,0,1,4.999950000499995,Medium
19,2,32,0,6,4,4,3,4,5,0,5,3,1,1,1,0,0,0,0.7499981250046875,Low
30,3,22,56,8,6,5,3,3,3,0,3,3,0,1,3,0,1,0,0.5999988000024,Medium
20,2,8,49,7,4,1,3,2,5,0,1,2,1,0,4,0,1,0,2.9999700002999967,Low
23,1,8,42,6,2,3,3,3,3,0,1,2,0,0,3,0,1,0,0.9999966666777778,Low
30,2,24,49,8,8,3,2,5,4,1,3,1,0,1,2,0,0,1,0.6666644444518518,High
25,1,42,21,6,7,5,2,4,3,1,3,1,1,1,5,0,0,0,0.39999920000160005,Medium
30,0,51,21,11,0,3,2,4,3,0,2,1,1,0,5,0,0,0,0.6666644444518518,Medium
23,3,39,21,8,0,3,2,3,5,1,3,4,0,0,5,0,0,0,0.6666644444518518,Low
21,3,1,14,12,2,5,2,5,2,1,5,3,1,0,3,1,0,0,0.39999920000160005,Low
25,4,54,42,5,5,4,1,4,2,1,2,3,0,0,5,1,0,0,0.24999937500156252,Medium
29,1,31,42,6,1,5,2,4,5,0,5,2,1,0,5,0,0,1,0.39999920000160005,High
28,3,19,21,11,4,4,4,3,5,0,4,1,0,1,2,0,1,0,0.9999975000062501,High
21,2,17,28,11,9,5,5,4,4,1,2,5,1,0,5,1,0,0,0.9999980000040001,Medium
21,4,14,14,12,2,2,5,2,4,0,5,1,1,1,2,0,0,1,2.4999875000625,Medium
23,0,44,49,10,8,2,4,4,5,1,2,5,1,0,2,0,0,0,1.9999900000499997,Low
20,1,51,49,12,6,3,4,4,3,0,5,4,1,1,5,0,0,1,1.3333288889037036,Low
19,2,7,49,10,0,3,1,5,2,0,4,5,0,0,5,0,0,1,0.3333322222259259,Low
21,3,9,56,6,3,5,5,2,3,1,5,4,1,1,5,1,0,0,0.9999980000040001,High
20,3,-3,7,10,0,2,4,1,3,1,3,2,0,1,2,0,0,1,1.9999900000499997,Low
29,3,24,56,4,5,3,3,5,5,0,1,5,1,0,1,0,1,0,0.9999966666777778,Low
27,0,13,0,4,5,4,4,4,5,0,4,1,0,0,2,0,0,0,0.9999975000062501,Low
24,2,19,56,11,2,4,5,5,5,1,3,1,1,1,3,0,0,1,1.2499968750078125,High
24,2,17,35,7,5,3,2,5,4,0,3,4,1,0,4,0,0,1,0.6666644444518518,Low
27,1,52,28,9,2,4,5,4,1,1,4,2,0,0,3,0,0,0,1.2499968750078125,Medium
24,4,44,21,4,8,3,4,2,5,1,3,4,1,1,4,1,0,0,1.3333288889037036,Medium
19,2,26,0,11,5,3,3,1,1,0,1,5,1,1,3,0,1,0,0.9999966666777778,Low
22,4,17,21,7,2,2,5,2,5,1,3,3,1,1,4,0,0,0,2.4999875000625,High
22,1,35,56,5,7,4,5,3,2,0,1,3,0,0,3,0,1,0,1.2499968750078125,High
25,1,30,28,12,5,2,4,3,2,0,2,5,1,0,4,0,1,0,1.9999900000499997,Medium
19,0,64,21,4,2,1,4,4,1,1,4,3,1,0,2,1,0,0,3.9999600003999958,High
27,0,11,35,8,4,3,5,1,4,0,3,3,1,1,1,0,0,1,1.6666611111296294,Low
24,2,51,21,11,3,3,3,4,5,1,5,4,1,0,1,0,0,0,0.9999966666777778,High
22,2,36,28,9,8,5,1,4,3,1,2,4,0,0,4,0,1,0,0.19999960000080003,Medium
21,0,32,7,4,7,1,3,2,2,0,5,4,1,1,2,1,0,0,2.9999700002999967,High
30,3,1,42,10,8,2,1,4,3,1,1,2,0,1,4,0,1,0,0.49999750001249993,High
25,4,33,49,4,1,2,3,4,2,1,5,5,1,1,1,0,0,0,1.4999925000374998,High
18,4,74,56,11,1,2,2,4,3,1,3,4,0,0,5,0,0,0,0.9999950000249999,High
23,1,6,7,6,6,2,4,1,1,0,4,5,0,0,5,1,0,0,1.9999900000499997,High
21,0,38,42,12,2,1,1,2,5,0,5,2,1,1,1,0,0,0,0.9999900000999989,Low
21,0,32,7,5,6,5,1,5,5,1,1,4,1,1,4,0,0,0,0.19999960000080003,High
29,2,30,7,9,6,3,2,1,2,1,3,5,0,0,5,0,0,1,0.6666644444518518,High
20,1,13,0,5,7,1,4,5,1,0,1,1,1,0,1,0,0,0,3.9999600003999958,High
27,1,17,28,12,2,1,2,2,4,0,5,2,0,1,1,0,0,0,1.9999800001999979,High
29,0,28,49,8,4,3,4,5,3,0,2,5,0,0,3,1,0,0,1.3333288889037036,High
22,4,0,28,4,1,5,3,3,4,1,3,2,0,0,2,0,0,1,0.5999988000024,High
27,1,70,14,8,2,3,3,4,2,0,5,5,0,0,2,0,0,0,0.9999966666777778,High
24,4,44,42,4,7,5,2,5,5,0,4,2,0,0,4,0,0,1,0.39999920000160005,Medium
24,0,28,14,8,4,4,1,1,5,0,3,3,0,1,1,0,0,1,0.24999937500156252,Low
18,3,24,42,8,8,4,4,3,5,1,2,3,1,0,1,0,0,1,0.9999975000062501,Medium
28,4,13,42,11,3,5,5,1,4,0,5,5,0,1,4,0,0,0,0.9999980000040001,Medium
24,1,57,0,12,1,5,2,3,1,1,4,3,1,1,2,0,0,1,0.39999920000160005,Medium
30,1,69,14,9,2,2,5,4,3,0,3,4,1,1,4,1,0,0,2.4999875000625,Low
18,4,31,28,4,9,1,1,2,5,0,1,1,1,0,5,0,0,0,0.9999900000999989,Low
25,0,52,28,7,9,3,2,1,4,0,1,1,0,1,1,0,1,0,0.6666644444518518,Low
26,2,33,49,8,2,3,2,3,5,0,5,2,1,1,5,0,0,1,0.6666644444518518,High
29,4,26,35,7,2,3,5,3,5,0,5,4,0,1,5,1,0,0,1.6666611111296294,High
26,3,17,7,6,8,2,5,2,2,1,1,4,1,1,5,1,0,0,2.4999875000625,Medium
28,2,56,56,7,9,1,3,1,2,1,5,4,1,1,2,0,0,0,2.9999700002999967,High
23,0,31,42,4,1,2,3,2,2,1,4,4,0,0,1,0,0,1,1.4999925000374998,High
24,0,45,21,12,10,3,3,1,4,1,5,1,1,1,3,1,0,0,0.9999966666777778,High
23,4,2,0,8,2,1,1,1,5,0,1,2,1,0,1,1,0,0,0.9999900000999989,High
26,3,41,14,7,4,1,3,1,1,1,1,3,1,1,3,0,0,1,2.9999700002999967,Medium
27,3,17,28,6,3,5,1,2,1,0,2,5,1,1,4,0,0,0,0.19999960000080003,Medium
26,4,78,35,11,5,5,1,4,3,1,1,3,0,0,1,0,0,1,0.19999960000080003,Medium
27,4,36,7,4,7,3,2,1,2,0,5,5,1,1,1,0,0,0,0.6666644444518518,Low
22,2,54,21,5,5,2,4,5,3,0,2,1,0,0,5,0,0,0,1.9999900000499997,Low
27,1,13,56,7,6,1,3,1,4,0,1,4,0,0,4,0,0,0,2.9999700002999967,High
24,0,53,42,10,1,3,4,3,1,0,2,3,1,1,3,0,0,1,1.3333288889037036,Low
25,1,26,49,8,9,5,1,5,3,1,1,2,0,0,4,1,0,0,0.19999960000080003,Medium
25,0,46,42,8,4,1,5,3,4,0,5,1,1,1,1,0,0,0,4.999950000499995,Low
18,3,36,21,10,3,4,5,1,4,1,1,4,1,0,2,0,0,0,1.2499968750078125,Low
18,0,44,14,12,4,2,4,2,2,0,5,2,0,0,3,0,1,0,1.9999900000499997,High
22,4,6,7,8,3,5,3,4,3,0,3,2,1,1,4,0,0,1,0.5999988000024,Low
30,2,43,7,6,1,4,5,5,5,1,4,5,1,1,1,0,0,0,1.2499968750078125,High
20,0,31,42,8,4,3,5,2,5,1,2,3,1,0,3,0,1,0,1.6666611111296294,High
22,2,10,0,10,2,3,1,5,3,1,1,1,1,1,5,0,0,0,0.3333322222259259,High
20,1,11,42,5,2,2,4,4,4,0,1,4,0,0,4,0,0,1,1.9999900000499997,Medium
29,4,43,21,11,8,1,2,4,3,1,3,2,1,0,2,0,0,1,1.9999800001999979,High
20,3,18,14,7,4,4,2,1,3,0,1,1,0,1,5,1,0,0,0.49999875000312505,Medium
20,3,39,14,12,10,2,2,2,4,1,4,5,0,0,4,0,0,0,0.9999950000249999,Low
29,0,39,56,4,1,4,5,5,3,0,3,1,0,1,1,0,0,0,1.2499968750078125,High
25,3,30,35,8,1,2,4,5,5,0,5,2,1,0,4,0,0,0,1.9999900000499997,Low
18,2,60,0,9,3,1,5,4,4,0,1,2,0,0,5,0,1,0,4.999950000499995,Medium
26,1,52,21,12,1,2,5,5,2,1,1,5,0,0,5,0,0,0,2.4999875000625,Low
29,0,11,0,4,10,2,5,1,4,1,5,1,1,0,5,0,0,1,2.4999875000625,High
27,1,27,7,12,1,3,4,4,3,1,4,2,1,1,4,0,1,0,1.3333288889037036,Low
18,4,22,7,12,7,1,5,5,1,1,2,1,1,0,2,0,0,0,4.999950000499995,High
18,3,13,7,8,0,2,5,1,5,0,2,4,1,1,3,0,0,1,2.4999875000625,High
22,4,24,21,7,8,1,4,1,2,0,3,2,1,0,1,0,1,0,3.9999600003999958,High
23,3,29,42,4,7,3,5,3,4,1,2,5,1,0,1,0,0,1,1.6666611111296294,Medium
28,4,15,42,5,8,3,1,1,2,1,2,3,0,1,3,0,1,0,0.3333322222259259,Low
25,3,28,56,9,5,3,2,5,4,1,5,4,1,0,3,0,0,0,0.6666644444518518,Low
23,1,20,14,5,2,3,2,2,2,0,4,5,1,0,3,0,0,0,0.6666644444518518,Low
28,0,29,35,5,0,4,3,5,2,1,3,3,1,1,2,0,0,1,0.7499981250046875,High
24,1,48,56,6,4,2,3,5,2,0,5,4,1,0,2,0,0,1,1.4999925000374998,High
25,1,68,21,7,10,3,4,5,5,0,4,4,1,1,3,0,1,0,1.3333288889037036,High
25,4,44,35,4,2,4,5,4,2,1,2,5,1,0,1,0,0,1,1.2499968750078125,High
27,1,48,28,5,1,4,1,1,4,0,5,5,0,0,3,1,0,0,0.24999937500156252,Medium
28,4,18,0,11,8,3,1,5,3,0,2,3,1,0,2,0,0,1,0.3333322222259259,Medium
19,4,26,35,9,1,3,4,2,2,0,3,2,1,1,2,0,1,0,1.3333288889037036,High
30,3,15,35,9,0,5,2,3,4,0,5,1,1,0,2,0,0,0,0.39999920000160005,Medium
27,0,17,42,6,0,2,3,2,2,0,3,1,1,1,5,1,0,0,1.4999925000374998,High
26,1,1,56,6,4,3,3,5,3,1,5,4,1,0,3,1,0,0,0.9999966666777778,High
24,1,0,28,10,0,4,5,5,1,1,5,3,1,0,4,1,0,0,1.2499968750078125,Low
20,0,54,35,8,1,2,5,2,1,0,3,1,0,0,5,0,1,0,2.4999875000625,High
25,1,41,49,12,8,2,1,1,5,0,2,3,0,1,5,0,0,1,0.49999750001249993,High
27,4,33,21,11,1,5,3,5,3,0,3,1,1,1,3,0,0,1,0.5999988000024,High
27,1,31,21,6,0,2,5,3,1,1,2,2,1,1,5,0,0,0,2.4999875000625,High
24,4,48,49,11,1,3,2,3,5,1,2,1,0,1,3,0,0,1,0.6666644444518518,Medium
30,0,54,49,11,5,2,2,4,2,1,2,1,0,1,4,0,1,0,0.9999950000249999,High
24,4,9,21,11,8,5,4,4,2,1,1,5,0,1,4,0,0,1,0.7999984000032001,Low
27,2,46,0,6,2,4,1,5,4,1,5,4,1,0,3,0,1,0,0.24999937500156252,Low
30,2,10,0,4,8,1,4,1,2,0,4,3,0,1,2,0,0,1,3.9999600003999958,Medium
26,4,0,35,8,5,2,2,1,4,1,1,2,0,0,1,0,1,0,0.9999950000249999,Medium
22,4,9,35,10,10,3,3,5,5,1,5,4,0,1,1,1,0,0,0.9999966666777778,High
23,4,7,42,4,3,2,1,3,3,1,1,5,0,0,4,0,0,0,0.49999750001249993,Low
22,1,42,14,11,8,4,1,5,5,0,5,1,0,1,1,0,0,0,0.24999937500156252,High
28,2,40,7,7,7,5,2,3,1,1,2,2,0,0,1,0,0,1,0.39999920000160005,High
24,1,21,35,7,3,4,2,1,1,0,1,3,0,0,1,0,0,1,0.49999875000312505,High
18,2,6,28,8,1,4,5,4,1,0,4,2,0,1,2,0,1,0,1.2499968750078125,Medium
18,1,35,0,6,3,1,2,5,2,0,1,1,1,0,3,0,0,0,1.9999800001999979,Medium
25,1,-2,0,10,2,4,5,4,5,0,2,4,0,1,1,0,1,0,1.2499968750078125,High
27,4,-4,14,12,6,1,2,4,5,1,2,5,0,0,3,0,0,1,1.9999800001999979,High
30,0,23,14,12,4,3,5,2,3,0,1,2,0,0,3,0,0,1,1.6666611111296294,High
24,2,49,21,4,4,4,3,4,1,0,4,4,1,0,5,1,0,0,0.7499981250046875,Low
25,4,11,49,8,4,5,4,4,3,0,5,5,0,1,1,0,0,0,0.7999984000032001,Low
26,0,62,56,10,5,4,3,5,4,0,1,4,0,1,1,0,0,1,0.7499981250046875,High
19,1,35,14,10,0,1,4,2,5,1,3,2,1,1,4,0,0,0,3.9999600003999958,Low
20,4,44,49,4,5,1,1,2,1,0,2,5,0,0,2,0,0,0,0.9999900000999989,High
22,1,13,35,11,8,2,5,3,1,0,1,1,0,1,2,0,1,0,2.4999875000625,Low
26,4,24,14,7,9,3,3,1,3,0,3,1,1,0,3,0,0,1,0.9999966666777778,High
30,0,31,14,11,0,4,4,5,2,0,3,3,0,1,1,0,1,0,0.9999975000062501,High
18,0,31,49,11,6,4,4,1,5,1,4,4,1,0,2,0,0,1,0.9999975000062501,Medium
23,0,19,28,5,10,2,5,3,4,0,1,5,0,1,1,1,0,0,2.4999875000625,Low
27,0,24,21,8,0,4,2,5,5,0,4,1,1,1,1,0,0,1,0.49999875000312505,High
25,2,14,49,5,3,1,3,1,5,1,1,2,0,0,3,0,0,0,2.9999700002999967,Medium
30,3,28,49,11,4,1,3,5,2,0,4,4,0,0,4,0,0,1,2.9999700002999967,High
21,2,-12,14,8,9,1,1,5,3,0,2,2,0,0,3,0,0,0,0.9999900000999989,Low
24,1,18,7,4,7,3,5,5,2,0,3,2,0,1,4,0,0,0,1.6666611111296294,High
22,4,31,35,8,4,3,5,4,1,0,3,4,0,0,4,1,0,0,1.6666611111296294,High
22,4,-9,14,4,4,2,4,3,1,0,4,4,1,1,5,0,0,1,1.9999900000499997,High
26,0,43,49,7,2,1,4,5,5,0,5,4,1,0,1,1,0,0,3.9999600003999958,Medium
18,3,15,21,8,5,1,4,5,4,1,4,2,0,1,5,1,0,0,3.9999600003999958,Low
24,1,74,35,4,2,2,4,1,1,0,3,5,1,1,1,0,1,0,1.9999900000499997,Medium
21,4,54,42,12,5,1,2,4,1,0,4,4,0,0,4,0,0,0,1.9999800001999979,High
21,0,0,49,6,4,4,5,1,2,0,3,1,0,1,1,0,1,0,1.2499968750078125,High
29,2,29,49,5,7,3,4,5,4,0,3,4,0,1,1,0,0,0,1.3333288889037036,High
28,3,19,0,11,10,1,1,2,1,1,5,5,1,0,2,0,0,0,0.9999900000999989,Low
27,0,39,7,10,10,5,5,3,4,1,4,2,0,0,2,0,0,1,0.9999980000040001,High
21,4,48,42,11,5,1,4,5,1,1,4,5,0,1,4,0,1,0,3.9999600003999958,Medium
29,0,44,7,5,4,2,4,2,3,1,2,3,0,0,2,1,0,0,1.9999900000499997,Low
24,2,7,56,4,9,4,2,4,5,1,5,4,1,1,2,0,0,0,0.49999875000312505,High
27,2,-12,14,11,3,5,1,1,1,1,3,3,0,0,4,1,0,0,0.19999960000080003,High
20,2,37,35,12,3,2,5,1,3,0,2,5,0,1,1,0,0,0,2.4999875000625,Medium
19,3,8,7,7,6,5,3,1,2,1,3,3,0,1,2,0,0,1,0.5999988000024,Medium
27,3,4,35,9,1,5,4,2,3,0,1,2,1,1,3,1,0,0,0.7999984000032001,Medium
27,4,49,7,9,2,2,5,5,5,0,1,1,1,0,1,0,0,1,2.4999875000625,Medium
22,0,-10,0,8,10,4,4,1,4,1,1,4,0,1,2,0,0,0,0.9999975000062501,Low
23,0,66,0,7,0,2,1,4,1,0,1,3,0,1,2,0,0,1,0.49999750001249993,High
19,1,63,7,11,3,5,5,4,1,1,3,3,0,0,1,0,0,1,0.9999980000040001,High
21,0,0,56,4,10,3,1,3,3,1,2,2,1,0,3,0,0,0,0.3333322222259259,High
29,3,-2,7,5,1,2,1,4,4,0,3,3,1,1,3,0,1,0,0.49999750001249993,High
18,0,52,42,4,0,4,5,5,1,1,5,1,0,0,5,0,0,1,1.2499968750078125,Medium
18,4,44,35,11,7,4,5,3,3,1,1,4,0,0,4,0,0,0,1.2499968750078125,Medium
24,1,4,49,5,1,1,1,4,1,1,4,4,0,0,5,0,1,0,0.9999900000999989,High
19,0,7,7,9,10,4,5,2,3,0,5,5,0,0,3,0,0,0,1.2499968750078125,Low
25,0,14,7,7,2,4,4,5,3,1,1,4,1,1,1,0,0,0,0.9999975000062501,High
22,1,77,21,10,0,5,1,5,5,1,3,1,0,1,2,0,0,1,0.19999960000080003,Low
25,3,43,49,8,0,1,2,3,3,0,4,5,1,0,1,1,0,0,1.9999800001999979,High
29,3,24,49,12,1,4,2,1,4,1,1,3,1,0,3,0,0,1,0.49999875000312505,Low
28,2,33,42,8,1,2,1,2,5,1,2,4,0,0,5,0,1,0,0.49999750001249993,Low
24,3,-5,7,8,0,2,4,5,4,0,2,4,0,0,3,1,0,0,1.9999900000499997,High
23,1,35,35,8,2,1,3,5,3,0,3,1,0,1,3,0,0,0,2.9999700002999967,High
28,0,10,35,7,0,2,2,2,1,0,5,4,0,1,4,0,0,1,0.9999950000249999,Medium
18,0,-19,42,10,4,4,4,5,4,0,4,3,1,1,2,0,1,0,0.9999975000062501,High
18,4,12,21,4,8,3,3,1,1,0,2,1,0,0,3,0,0,0,0.9999966666777778,Low
25,0,0,21,6,6,2,4,3,4,0,3,4,1,0,1,0,0,0,1.9999900000499997,Medium
18,0,34,0,6,2,3,2,4,3,1,2,5,0,0,4,0,0,1,0.6666644444518518,High
29,3,44,49,6,10,3,5,4,5,0,3,2,0,1,3,0,0,1,1.6666611111296294,High
28,1,19,7,12,5,5,1,2,5,1,1,3,1,0,4,0,0,1,0.19999960000080003,Medium
21,2,22,7,8,8,5,1,1,1,0,3,3,0,0,5,0,0,0,0.19999960000080003,Low
29,1,43,42,6,8,4,4,2,3,0,2,4,0,0,5,0,0,0,0.9999975000062501,Medium
22,0,39,21,5,7,5,1,2,5,1,3,4,0,1,1,0,0,0,0.19999960000080003,Medium
30,1,54,14,10,5,3,1,1,5,1,3,2,0,1,4,0,0,0,0.3333322222259259,High
18,3,-21,0,9,7,5,3,2,1,0,4,2,0,0,5,0,0,0,0.5999988000024,High
25,1,43,0,12,6,4,5,5,2,1,2,3,0,1,2,0,0,0,1.2499968750078125,Medium
26,1,35,35,4,7,2,1,2,5,1,4,5,0,1,3,0,1,0,0.49999750001249993,Low
25,2,2,56,6,1,4,1,3,2,0,3,5,0,0,3,0,1,0,0.24999937500156252,Low
23,1,34,14,9,0,4,3,3,1,0,1,3,1,1,2,0,0,0,0.7499981250046875,Medium
26,3,12,49,6,1,5,5,2,5,0,4,2,0,1,5,0,0,1,0.9999980000040001,Low
23,1,31,56,11,6,1,4,3,3,1,3,1,0,1,2,0,0,1,3.9999600003999958,High
23,0,22,35,4,6,5,4,4,1,0,4,5,0,0,3,0,0,0,0.7999984000032001,Medium
29,0,36,0,7,4,2,1,5,1,0,2,1,0,0,3,1,0,0,0.49999750001249993,High
19,0,60,56,5,8,2,1,3,5,0,5,3,0,0,2,1,0,0,0.49999750001249993,High
25,0,33,0,9,10,2,2,5,4,0,2,4,0,0,5,1,0,0,0.9999950000249999,High
29,4,23,7,8,7,2,3,2,4,1,2,5,0,1,5,0,0,1,1.4999925000374998,Medium
25,4,65,28,11,2,5,1,4,3,0,4,4,0,0,1,0,0,0,0.19999960000080003,Medium
20,4,31,21,7,4,2,4,2,4,0,2,5,1,0,4,0,0,1,1.9999900000499997,High
21,0,5,0,8,7,4,1,5,3,0,4,3,0,0,2,0,0,1,0.24999937500156252,High
25,4,31,7,12,8,5,4,3,4,1,3,1,0,0,4,0,1,0,0.7999984000032001,Low
29,0,24,7,12,0,4,2,3,2,1,2,5,0,1,3,0,0,0,0.49999875000312505,High
29,3,22,0,11,4,5,1,3,5,0,2,3,1,0,4,0,0,1,0.19999960000080003,High
21,4,35,0,11,6,3,4,1,5,1,5,1,1,1,1,0,0,1,1.3333288889037036,High
25,0,35,28,10,8,1,3,4,1,1,4,4,0,1,5,0,1,0,2.9999700002999967,Medium
28,0,47,56,9,3,3,4,3,1,0,4,2,1,0,1,0,0,0,1.3333288889037036,Medium
21,4,26,14,7,7,4,2,5,2,0,4,2,1,1,1,1,0,0,0.49999875000312505,High
27,2,32,35,7,2,5,4,5,4,0,3,5,0,0,1,0,0,1,0.7999984000032001,High
29,2,-1,28,8,8,3,5,3,3,1,1,1,1,0,5,1,0,0,1.6666611111296294,High
27,1,37,35,12,4,5,2,5,5,1,5,3,0,1,4,1,0,0,0.39999920000160005,Low
20,1,41,56,7,4,3,1,4,5,1,2,2,1,1,2,1,0,0,0.3333322222259259,Low
21,1,41,35,7,3,2,3,4,2,1,1,2,0,0,5,0,0,1,1.4999925000374998,Low
24,2,23,56,10,0,5,3,1,3,1,5,3,1,0,2,0,0,1,0.5999988000024,Medium
30,3,21,0,8,4,5,3,3,2,1,1,4,0,0,1,0,1,0,0.5999988000024,Medium
22,2,8,7,8,6,3,1,2,5,1,2,3,1,1,5,1,0,0,0.3333322222259259,Low
21,4,38,14,8,7,1,2,2,1,0,3,3,1,1,3,0,0,0,1.9999800001999979,Medium
20,2,39,49,7,7,1,5,2,3,1,2,1,0,0,5,0,0,0,4.999950000499995,Medium
20,4,41,0,12,4,1,5,4,3,0,5,1,0,1,1,0,0,0,4.999950000499995,Medium
23,4,30,28,11,8,4,1,4,3,1,5,3,1,0,3,1,0,0,0.24999937500156252,Medium
20,3,14,0,5,0,5,3,5,2,0,1,1,0,0,1,0,0,0,0.5999988000024,Medium
28,3,37,42,6,5,4,1,1,3,1,5,3,1,1,2,0,0,1,0.24999937500156252,High
27,3,26,56,10,9,4,3,4,2,1,3,3,1,0,2,0,0,0,0.7499981250046875,High
30,1,17,35,7,5,4,3,5,2,1,1,5,0,1,5,0,0,1,0.7499981250046875,Medium
18,0,4,7,6,10,4,1,4,2,1,1,1,0,0,2,1,0,0,0.24999937500156252,High
28,4,11,7,11,10,3,4,4,3,0,1,4,1,0,3,0,0,1,1.3333288889037036,Low
18,0,20,56,11,3,4,4,2,5,0,3,5,1,1,5,0,0,0,0.9999975000062501,High
25,0,32,28,12,7,4,5,1,3,1,5,4,0,0,4,0,0,0,1.2499968750078125,Medium
30,1,47,14,9,3,5,3,1,3,1,3,4,0,0,2,0,0,0,0.5999988000024,High
27,1,42,28,8,4,4,5,4,1,0,1,1,1,0,1,0,0,0,1.2499968750078125,Low
25,2,35,49,5,0,5,2,3,5,0,1,5,1,1,5,0,0,0,0.39999920000160005,High
24,0,30,21,10,7,3,3,2,5,0,3,5,1,0,3,0,0,1,0.9999966666777778,Low
29,4,56,28,12,9,1,4,1,4,1,5,3,1,0,2,0,0,1,3.9999600003999958,High
24,3,26,0,9,4,5,3,4,2,0,5,1,0,0,4,0,1,0,0.5999988000024,Medium
23,4,9,0,9,9,2,4,3,3,0,5,2,1,1,1,0,0,1,1.9999900000499997,High
27,1,50,28,5,6,3,5,3,3,0,3,5,1,1,5,0,0,1,1.6666611111296294,High
21,2,34,14,4,0,2,3,4,4,1,5,1,0,0,4,0,1,0,1.4999925000374998,Low
25,3,63,56,9,2,3,1,2,2,1,4,3,0,1,4,1,0,0,0.3333322222259259,High
29,2,4,0,9,4,2,3,1,1,1,3,1,1,1,4,0,1,0,1.4999925000374998,High
29,2,53,7,11,7,3,1,1,4,1,1,2,1,0,1,0,0,0,0.3333322222259259,High
29,2,19,14,10,9,3,1,3,1,0,2,4,1,1,2,0,0,1,0.3333322222259259,High
23,4,0,49,10,10,3,3,4,3,0,5,1,0,1,5,0,0,1,0.9999966666777778,Medium
19,3,24,49,8,0,4,4,4,2,1,4,4,1,0,1,0,0,1,0.9999975000062501,Medium
22,4,2,14,5,0,1,1,2,4,0,1,4,1,0,2,0,0,0,0.9999900000999989,High
18,2,5,42,12,10,2,5,5,1,1,1,5,0,1,5,1,0,0,2.4999875000625,Low
27,3,20,28,7,6,3,5,2,3,1,1,2,1,1,5,1,0,0,1.6666611111296294,High
19,3,17,28,5,3,4,3,4,5,0,4,3,0,0,5,0,0,0,0.7499981250046875,Medium
25,2,21,49,9,0,1,5,1,1,0,4,4,1,1,2,1,0,0,4.999950000499995,High
26,2,36,49,8,5,5,5,5,4,1,1,3,1,0,4,0,1,0,0.9999980000040001,Medium
27,4,23,56,4,1,5,1,1,3,1,4,3,0,0,1,0,0,1,0.19999960000080003,Low
26,3,24,56,7,4,1,1,4,3,0,4,3,1,1,4,0,0,1,0.9999900000999989,High
22,1,47,42,10,6,4,3,3,1,1,3,4,1,1,4,0,0,0,0.7499981250046875,High
23,1,29,56,4,9,3,2,4,2,1,1,3,0,0,5,1,0,0,0.6666644444518518,Low
24,4,24,28,7,6,1,3,2,1,1,1,1,1,0,4,0,0,1,2.9999700002999967,Low
30,3,17,7,10,10,5,2,5,4,1,2,5,0,1,3,0,0,1,0.39999920000160005,High
24,3,24,49,10,10,2,5,1,3,0,4,1,0,1,2,1,0,0,2.4999875000625,High
19,0,44,7,9,8,1,4,4,3,0,1,2,0,0,1,0,0,0,3.9999600003999958,High
29,3,20,49,11,5,2,2,2,2,0,1,4,0,0,5,0,0,0,0.9999950000249999,High
27,1,44,7,12,3,3,3,3,4,1,4,4,0,1,5,0,0,0,0.9999966666777778,Low
26,1,19,14,11,7,3,2,1,5,0,4,2,1,1,5,0,0,1,0.6666644444518518,High
20,0,39,14,5,4,1,4,2,1,0,1,3,1,0,4,0,0,1,3.9999600003999958,Medium
29,3,70,14,7,5,2,3,5,1,0,1,5,1,0,5,0,0,1,1.4999925000374998,Medium
20,2,38,14,9,7,4,2,1,5,1,3,5,0,1,3,0,0,0,0.49999875000312505,High
21,3,8,49,8,8,1,5,5,4,0,3,4,1,1,1,0,1,0,4.999950000499995,High
